gene_set,shift_from,shift_to,method_a,method_b,method_pair,base_rate_from,base_rate_to,delta_from,delta_to,delta_change,abs_delta_from,abs_delta_to,min_abs_margin,gap_from,gap_to,base_rate_term,calibration_term,reversal,delta_to_hold_g_fixed,reversal_if_only_b_changes,delta_to_hold_b_fixed,reversal_if_only_g_changes,safety_margin,abs_delta_change
kidney,tf_sources,tf_sources_targets,genie3,pearson,genie3__pearson,0.002006,0.009975,-0.001943700000000003,-0.005329399999999998,-0.003385699999999995,0.001943700000000003,0.005329399999999998,0.001943700000000003,-0.968943170488536,-0.5342756892230575,-0.007721508125623143,0.004335808125623148,False,-0.009665208125623145,False,-0.0010717570325814532,False,0.001943700000000003,0.003385699999999995
kidney,tf_sources,tf_sources_targets,genie3,random,genie3__random,0.002006,0.009975,0.02136685,0.0168733,-0.004493549999999999,0.02136685,0.0168733,0.0168733,10.651470588235295,1.691558897243108,0.08488156911764706,-0.08937511911764705,False,0.10624841911764706,False,0.0033932671478696746,False,0.02136685,0.004493549999999999
kidney,tf_sources,tf_sources_targets,genie3,scgpt_attention,genie3__scgpt_attention,0.002006,0.009975,0.02470066,0.02355521,-0.0011454499999999992,0.02470066,0.02355521,0.02355521,12.313389830508475,2.361424561403509,0.09812540355932205,-0.09927085355932204,False,0.12282606355932203,False,0.004737017670175439,False,0.02470066,0.0011454499999999992
kidney,tf_sources,tf_sources_targets,genie3,spearman,genie3__spearman,0.002006,0.009975,-0.003782500000000001,-0.008797,-0.005014499999999998,0.003782500000000001,0.008797,0.003782500000000001,-1.8855932203389836,-0.8819047619047619,-0.015026292372881361,0.01001179237288136,False,-0.01880879237288136,False,-0.0017691009523809523,False,0.003782500000000001,0.005014499999999998
kidney,tf_sources,tf_sources_targets,grnboost2,pearson,grnboost2__pearson,0.002006,0.009975,-0.0010788000000000013,-0.004896399999999999,-0.0038175999999999974,0.0010788000000000013,0.004896399999999999,0.0010788000000000013,-0.5377866400797614,-0.4908671679197994,-0.004285621734795619,0.000468021734795621,False,-0.00536442173479562,False,-0.0009846795388471176,False,0.0010788000000000013,0.0038175999999999974
kidney,tf_sources,tf_sources_targets,grnboost2,random,grnboost2__random,0.002006,0.009975,0.02223175,0.0173063,-0.004925450000000001,0.02223175,0.0173063,0.0173063,11.08262711864407,1.734967418546366,0.0883174555084746,-0.09324290550847458,False,0.11054920550847458,False,0.00348034464160401,False,0.02223175,0.004925450000000001
kidney,tf_sources,tf_sources_targets,grnboost2,scgpt_attention,grnboost2__scgpt_attention,0.002006,0.009975,0.02556556,0.02398821,-0.0015773500000000017,0.02556556,0.02398821,0.02398821,12.74454636091725,2.4048330827067668,0.10156128995014957,-0.10313863995014955,False,0.12712684995014956,False,0.004824095163909774,False,0.02556556,0.0015773500000000017
kidney,tf_sources,tf_sources_targets,grnboost2,spearman,grnboost2__spearman,0.002006,0.009975,-0.0029175999999999994,-0.008364,-0.0054464000000000005,0.0029175999999999994,0.008364,0.0029175999999999994,-1.454436689930209,-0.8384962406015037,-0.011590405982053836,0.006144005982053835,False,-0.014508005982053835,False,-0.0016820234586466165,False,0.0029175999999999994,0.0054464000000000005
kidney,tf_sources,tf_sources_targets,pearson,random,pearson__random,0.002006,0.009975,0.02331055,0.0222027,-0.0011078500000000005,0.02331055,0.0222027,0.0222027,11.620413758723828,2.2258345864661653,0.09260307724327019,-0.09371092724327018,False,0.11591362724327017,False,0.004465024180451128,False,0.02331055,0.0011078500000000005
kidney,tf_sources,tf_sources_targets,pearson,scgpt_attention,pearson__scgpt_attention,0.002006,0.009975,0.026644360000000002,0.028884609999999998,0.0022402499999999957,0.026644360000000002,0.028884609999999998,0.026644360000000002,13.28233300099701,2.8957002506265663,0.10584691168494517,-0.10360666168494517,False,0.13249127168494518,False,0.005808774702756892,False,0.026644360000000002,0.0022402499999999957
kidney,tf_sources,tf_sources_targets,pearson,spearman,pearson__spearman,0.002006,0.009975,-0.001838799999999998,-0.0034676000000000012,-0.0016288000000000032,0.001838799999999998,0.0034676000000000012,0.001838799999999998,-0.9166500498504477,-0.3476290726817044,-0.007304784247258218,0.005675984247258214,False,-0.009143584247258215,False,-0.000697343919799499,False,0.001838799999999998,0.0016288000000000032
kidney,tf_sources,tf_sources_targets,random,scgpt_attention,random__scgpt_attention,0.002006,0.009975,0.0033338100000000004,0.006681909999999999,0.003348099999999999,0.0033338100000000004,0.006681909999999999,0.0033338100000000004,1.6619192422731808,0.6698656641604009,0.013243834441674979,-0.009895734441674978,False,0.016577644441674977,False,0.0013437505223057643,False,0.0033338100000000004,0.003348099999999999
kidney,tf_sources,tf_sources_targets,random,spearman,random__spearman,0.002006,0.009975,-0.02514935,-0.0256703,-0.0005209499999999992,0.02514935,0.0256703,0.02514935,-12.537063808574278,-2.57346365914787,-0.09990786149052842,0.09938691149052842,False,-0.12505721149052842,False,-0.005162368100250627,False,0.02514935,0.0005209499999999992
kidney,tf_sources,tf_sources_targets,scgpt_attention,spearman,scgpt_attention__spearman,0.002006,0.009975,-0.02848316,-0.03235221,-0.003869049999999999,0.02848316,0.03235221,0.02848316,-14.198983050847458,-3.243329323308271,-0.1131516959322034,0.10928264593220338,False,-0.14163485593220337,False,-0.006506118622556392,False,0.02848316,0.003869049999999999
lung,all_pairs,tf_sources,genie3,grnboost2,genie3__grnboost2,3.23e-05,0.002006,-7.169999999999746e-05,-0.00027249999999999844,-0.00020080000000000098,7.169999999999746e-05,0.00027249999999999844,7.169999999999746e-05,-2.2198142414859894,-0.13584247258225246,-0.0043812473684208975,0.0041804473684208966,False,-0.004452947368420895,False,-4.387711864406755e-06,False,7.169999999999746e-05,0.00020080000000000098
lung,all_pairs,tf_sources,genie3,pearson,genie3__pearson,3.23e-05,0.002006,0.024671366,0.011688400000000002,-0.012982965999999999,0.024671366,0.011688400000000002,0.011688400000000002,763.8193808049535,5.826719840478566,1.5075503118947369,-1.520533277894737,False,1.5322216778947368,False,0.00018820305084745766,False,0.024671366,0.012982965999999999
lung,all_pairs,tf_sources,genie3,random,genie3__random,3.23e-05,0.002006,0.024918346,0.02159788,-0.003320466000000001,0.024918346,0.02159788,0.02159788,771.4658204334365,10.766640079760718,1.5226420897894737,-1.5259625557894738,False,1.5475604357894737,False,0.0003477624745762712,False,0.024918346,0.003320466000000001
lung,all_pairs,tf_sources,genie3,scgpt_attention,genie3__scgpt_attention,3.23e-05,0.002006,0.024994555600000003,0.02475439,-0.0002401656000000016,0.024994555600000003,0.02475439,0.02475439,773.825250773994,12.34017447657029,1.527298897452632,-1.527539063052632,False,1.5522934530526318,False,0.00039858763559322036,False,0.024994555600000003,0.0002401656000000016
lung,all_pairs,tf_sources,genie3,spearman,genie3__spearman,3.23e-05,0.002006,0.024675547000000003,0.011858500000000001,-0.012817047000000002,0.024675547000000003,0.011858500000000001,0.011858500000000001,763.9488235294118,5.911515453639083,1.5078057930000002,-1.52062284,False,1.5324813400000001,False,0.0001909419491525424,False,0.024675547000000003,0.012817047000000002
lung,all_pairs,tf_sources,grnboost2,pearson,grnboost2__pearson,3.23e-05,0.002006,0.024743065999999998,0.0119609,-0.012782165999999998,0.024743065999999998,0.0119609,0.0119609,766.0391950464395,5.962562313060817,1.511931559263158,-1.5247137252631575,False,1.5366746252631578,False,0.0001925907627118644,False,0.024743065999999998,0.012782165999999998
lung,all_pairs,tf_sources,grnboost2,random,grnboost2__random,3.23e-05,0.002006,0.024990046,0.021870380000000002,-0.0031196659999999966,0.024990046,0.021870380000000002,0.021870380000000002,773.6856346749225,10.902482552342972,1.5270233371578947,-1.5301430031578946,False,1.5520133831578946,False,0.00035215018644067797,False,0.024990046,0.0031196659999999966
lung,all_pairs,tf_sources,grnboost2,scgpt_attention,grnboost2__scgpt_attention,3.23e-05,0.002006,0.0250662556,0.02502689,-3.936560000000061e-05,0.0250662556,0.02502689,0.02502689,776.0450650154798,12.476016949152543,1.5316801448210526,-1.5317195104210526,False,1.5567464004210525,False,0.00040297534745762715,False,0.0250662556,3.936560000000061e-05
lung,all_pairs,tf_sources,grnboost2,spearman,grnboost2__spearman,3.23e-05,0.002006,0.024747247,0.012131,-0.012616247,0.024747247,0.012131,0.012131,766.1686377708978,6.047357926221336,1.512187040368421,-1.524803287368421,False,1.536934287368421,False,0.00019532966101694916,False,0.024747247,0.012616247
lung,all_pairs,tf_sources,pearson,random,pearson__random,3.23e-05,0.002006,0.00024698,0.00990948,0.0096625,0.00024698,0.00990948,0.00024698,7.646439628482972,4.939920239282154,0.015091777894736843,-0.005429277894736842,False,0.015338757894736842,False,0.00015955942372881357,False,0.00024698,0.0096625
lung,all_pairs,tf_sources,pearson,scgpt_attention,pearson__scgpt_attention,3.23e-05,0.002006,0.00032318959999999997,0.01306599,0.0127428004,0.00032318959999999997,0.01306599,0.00032318959999999997,10.005869969040248,6.5134546360917245,0.019748585557894736,-0.007005785157894738,False,0.020071775157894736,False,0.0002103845847457627,False,0.00032318959999999997,0.0127428004
lung,all_pairs,tf_sources,pearson,spearman,pearson__spearman,3.23e-05,0.002006,4.1809999999999656e-06,0.00017009999999999942,0.00016591899999999945,4.1809999999999656e-06,0.00017009999999999942,4.1809999999999656e-06,0.12944272445820326,0.08479561316051816,0.0002554811052631558,-8.956210526315631e-05,False,0.00025966210526315574,False,2.7388983050847366e-06,False,4.1809999999999656e-06,0.00016591899999999945
lung,all_pairs,tf_sources,random,scgpt_attention,random__scgpt_attention,3.23e-05,0.002006,7.62096e-05,0.00315651,0.0030803004,7.62096e-05,0.00315651,7.62096e-05,2.359430340557276,1.5735343968095712,0.004656807663157896,-0.0015765072631578954,False,0.004733017263157896,False,5.0825161016949145e-05,False,7.62096e-05,0.0030803004
lung,all_pairs,tf_sources,random,spearman,random__spearman,3.23e-05,0.002006,-0.00024279900000000003,-0.00973938,-0.009496581,0.00024279900000000003,0.00973938,0.00024279900000000003,-7.516996904024769,-4.855124626121635,-0.014836296789473687,0.005339715789473685,False,-0.015079095789473685,False,-0.0001568205254237288,False,0.00024279900000000003,0.009496581
lung,all_pairs,tf_sources,scgpt_attention,spearman,scgpt_attention__spearman,3.23e-05,0.002006,-0.0003190086,-0.01289589,-0.0125768814,0.0003190086,0.01289589,0.0003190086,-9.876427244582043,-6.428659022931207,-0.01949310445263158,0.006916223052631578,False,-0.01981211305263158,False,-0.00020764568644067796,False,0.0003190086,0.0125768814
lung,all_pairs,tf_sources_targets,genie3,grnboost2,genie3__grnboost2,3.23e-05,0.009975,-7.169999999999746e-05,0.00016410000000000036,0.00023579999999999782,7.169999999999746e-05,0.00016410000000000036,7.169999999999746e-05,-2.2198142414859894,0.016451127819548907,-0.022070947058822742,0.02230674705882274,True,-0.022142647058822743,False,5.313714285714297e-07,True,7.169999999999746e-05,0.00023579999999999782
lung,all_pairs,tf_sources_targets,genie3,pearson,genie3__pearson,3.23e-05,0.009975,0.024671366,0.005251100000000002,-0.019420266,0.024671366,0.005251100000000002,0.005251100000000002,763.8193808049535,0.5264260651629075,7.594426957529411,-7.613847223529411,False,7.619098323529411,False,1.700356190476191e-05,False,0.024671366,0.019420266
lung,all_pairs,tf_sources_targets,genie3,random,genie3__random,3.23e-05,0.009975,0.024918346,0.013351,-0.011567346000000001,0.024918346,0.013351,0.013351,771.4658204334365,1.3384461152882206,7.670453212823529,-7.682020558823529,False,7.695371558823529,False,4.3231809523809525e-05,False,0.024918346,0.011567346000000001
lung,all_pairs,tf_sources_targets,genie3,scgpt_attention,genie3__scgpt_attention,3.23e-05,0.009975,0.024994555600000003,0.01628375,-0.008710805600000003,0.024994555600000003,0.01628375,0.01628375,773.825250773994,1.6324561403508773,7.693912320870589,-7.7026231264705896,False,7.718906876470589,False,5.2728333333333335e-05,False,0.024994555600000003,0.008710805600000003
lung,all_pairs,tf_sources_targets,genie3,spearman,genie3__spearman,3.23e-05,0.009975,0.024675547000000003,0.006163100000000001,-0.018512447,0.024675547000000003,0.006163100000000001,0.006163100000000001,763.9488235294118,0.6178546365914789,7.595713967705882,-7.6142264147058825,False,7.620389514705883,False,1.9956704761904766e-05,False,0.024675547000000003,0.018512447
lung,all_pairs,tf_sources_targets,grnboost2,pearson,grnboost2__pearson,3.23e-05,0.009975,0.024743065999999998,0.005087000000000001,-0.019656065999999996,0.024743065999999998,0.005087000000000001,0.005087000000000001,766.0391950464395,0.5099749373433585,7.6164979045882335,-7.636153970588234,False,7.6412409705882345,False,1.647219047619048e-05,False,0.024743065999999998,0.019656065999999996
lung,all_pairs,tf_sources_targets,grnboost2,random,grnboost2__random,3.23e-05,0.009975,0.024990046,0.0131869,-0.011803145999999999,0.024990046,0.0131869,0.0131869,773.6856346749225,1.3219949874686716,7.6925241598823515,-7.7043273058823525,False,7.717514205882352,False,4.2700438095238093e-05,False,0.024990046,0.011803145999999999
lung,all_pairs,tf_sources_targets,grnboost2,scgpt_attention,grnboost2__scgpt_attention,3.23e-05,0.009975,0.0250662556,0.01611965,-0.008946605600000001,0.0250662556,0.01611965,0.01611965,776.0450650154798,1.6160050125313283,7.715983267929411,-7.724929873529411,False,7.741049523529411,False,5.2196961904761904e-05,False,0.0250662556,0.008946605600000001
lung,all_pairs,tf_sources_targets,grnboost2,spearman,grnboost2__spearman,3.23e-05,0.009975,0.024747247,0.005999000000000001,-0.018748247,0.024747247,0.005999000000000001,0.005999000000000001,766.1686377708978,0.6014035087719299,7.617784914764705,-7.636533161764706,False,7.642532161764706,False,1.9425333333333335e-05,False,0.024747247,0.018748247
lung,all_pairs,tf_sources_targets,pearson,random,pearson__random,3.23e-05,0.009975,0.00024698,0.008099899999999998,0.007852919999999998,0.00024698,0.008099899999999998,0.00024698,7.646439628482972,0.8120200501253132,0.07602625529411763,-0.06817333529411765,False,0.07627323529411764,False,2.6228247619047615e-05,False,0.00024698,0.007852919999999998
lung,all_pairs,tf_sources_targets,pearson,scgpt_attention,pearson__scgpt_attention,3.23e-05,0.009975,0.00032318959999999997,0.011032649999999998,0.010709460399999999,0.00032318959999999997,0.011032649999999998,0.00032318959999999997,10.005869969040248,1.1060300751879697,0.09948536334117646,-0.08877590294117646,False,0.09980855294117646,False,3.572477142857142e-05,False,0.00032318959999999997,0.010709460399999999
lung,all_pairs,tf_sources_targets,pearson,spearman,pearson__spearman,3.23e-05,0.009975,4.1809999999999656e-06,0.0009119999999999996,0.0009078189999999996,4.1809999999999656e-06,0.0009119999999999996,4.1809999999999656e-06,0.12944272445820326,0.0914285714285714,0.0012870101764705774,-0.0003791911764705778,False,0.0012911911764705774,False,2.953142857142856e-06,False,4.1809999999999656e-06,0.0009078189999999996
lung,all_pairs,tf_sources_targets,random,scgpt_attention,random__scgpt_attention,3.23e-05,0.009975,7.62096e-05,0.0029327499999999996,0.0028565403999999996,7.62096e-05,0.0029327499999999996,7.62096e-05,2.359430340557276,0.2940100250626566,0.023459108047058825,-0.020602567647058825,False,0.023535317647058827,False,9.496523809523808e-06,False,7.62096e-05,0.0028565403999999996
lung,all_pairs,tf_sources_targets,random,spearman,random__spearman,3.23e-05,0.009975,-0.00024279900000000003,-0.007187899999999999,-0.006945100999999999,0.00024279900000000003,0.007187899999999999,0.00024279900000000003,-7.516996904024769,-0.7205914786967418,-0.07473924511764705,0.06779414411764707,False,-0.07498204411764706,False,-2.3275104761904758e-05,False,0.00024279900000000003,0.006945100999999999
lung,all_pairs,tf_sources_targets,scgpt_attention,spearman,scgpt_attention__spearman,3.23e-05,0.009975,-0.0003190086,-0.010120649999999998,-0.009801641399999998,0.0003190086,0.010120649999999998,0.0003190086,-9.876427244582043,-1.0146015037593983,-0.09819835316470586,0.08839671176470588,False,-0.09851736176470588,False,-3.2771628571428565e-05,False,0.0003190086,0.009801641399999998
lung,tf_sources,tf_sources_targets,genie3,grnboost2,genie3__grnboost2,0.002006,0.009975,-0.00027249999999999844,0.00016410000000000036,0.0004365999999999988,0.00027249999999999844,0.00016410000000000036,0.00016410000000000036,-0.13584247258225246,0.016451127819548907,-0.0010825286640079698,0.0015191286640079686,True,-0.0013550286640079683,False,3.300096240601511e-05,True,0.00027249999999999844,0.0004365999999999988
lung,tf_sources,tf_sources_targets,genie3,pearson,genie3__pearson,0.002006,0.009975,0.011688400000000002,0.005251100000000002,-0.0064373,0.011688400000000002,0.005251100000000002,0.005251100000000002,5.826719840478566,0.5264260651629075,0.04643313040877369,-0.052870430408773685,False,0.058121530408773686,False,0.0010560106867167924,False,0.011688400000000002,0.0064373
lung,tf_sources,tf_sources_targets,genie3,random,genie3__random,0.002006,0.009975,0.02159788,0.013351,-0.00824688,0.02159788,0.013351,0.013351,10.766640079760718,1.3384461152882206,0.08579935479561317,-0.09404623479561315,False,0.10739723479561315,False,0.0026849229072681705,False,0.02159788,0.00824688
lung,tf_sources,tf_sources_targets,genie3,scgpt_attention,genie3__scgpt_attention,0.002006,0.009975,0.02475439,0.01628375,-0.008470640000000002,0.02475439,0.01628375,0.01628375,12.34017447657029,1.6324561403508773,0.09833885040378865,-0.10680949040378863,False,0.12309324040378863,False,0.0032747070175438596,False,0.02475439,0.008470640000000002
lung,tf_sources,tf_sources_targets,genie3,spearman,genie3__spearman,0.002006,0.009975,0.011858500000000001,0.006163100000000001,-0.0056954,0.011858500000000001,0.006163100000000001,0.006163100000000001,5.911515453639083,0.6178546365914789,0.04710886665004985,-0.05280426665004986,False,0.058967366650049854,False,0.0012394164010025067,False,0.011858500000000001,0.0056954
lung,tf_sources,tf_sources_targets,grnboost2,pearson,grnboost2__pearson,0.002006,0.009975,0.0119609,0.005087000000000001,-0.006873899999999999,0.0119609,0.005087000000000001,0.005087000000000001,5.962562313060817,0.5099749373433585,0.04751565907278166,-0.05438955907278165,False,0.059476559072781654,False,0.0010230097243107772,False,0.0119609,0.006873899999999999
lung,tf_sources,tf_sources_targets,grnboost2,random,grnboost2__random,0.002006,0.009975,0.021870380000000002,0.0131869,-0.008683480000000002,0.021870380000000002,0.0131869,0.0131869,10.902482552342972,1.3219949874686716,0.08688188345962115,-0.09556536345962113,False,0.10875226345962115,False,0.0026519219448621553,False,0.021870380000000002,0.008683480000000002
lung,tf_sources,tf_sources_targets,grnboost2,scgpt_attention,grnboost2__scgpt_attention,0.002006,0.009975,0.02502689,0.01611965,-0.00890724,0.02502689,0.01611965,0.01611965,12.476016949152543,1.6160050125313283,0.09942137906779662,-0.1083286190677966,False,0.1244482690677966,False,0.0032417060551378444,False,0.02502689,0.00890724
lung,tf_sources,tf_sources_targets,grnboost2,spearman,grnboost2__spearman,0.002006,0.009975,0.012131,0.005999000000000001,-0.0061319999999999986,0.012131,0.005999000000000001,0.005999000000000001,6.047357926221336,0.6014035087719299,0.048191395314057826,-0.054323395314057825,False,0.06032239531405782,False,0.0012064154385964913,False,0.012131,0.0061319999999999986
lung,tf_sources,tf_sources_targets,pearson,random,pearson__random,0.002006,0.009975,0.00990948,0.008099899999999998,-0.0018095800000000016,0.00990948,0.008099899999999998,0.008099899999999998,4.939920239282154,0.8120200501253132,0.03936622438683949,-0.04117580438683949,False,0.04927570438683948,False,0.0016289122205513783,False,0.00990948,0.0018095800000000016
lung,tf_sources,tf_sources_targets,pearson,scgpt_attention,pearson__scgpt_attention,0.002006,0.009975,0.01306599,0.011032649999999998,-0.0020333400000000015,0.01306599,0.011032649999999998,0.011032649999999998,6.5134546360917245,1.1060300751879697,0.051905719995014955,-0.05393905999501495,False,0.06497170999501495,False,0.002218696330827067,False,0.01306599,0.0020333400000000015
lung,tf_sources,tf_sources_targets,pearson,spearman,pearson__spearman,0.002006,0.009975,0.00017009999999999942,0.0009119999999999996,0.0007419000000000002,0.00017009999999999942,0.0009119999999999996,0.00017009999999999942,0.08479561316051816,0.0914285714285714,0.0006757362412761692,6.616375872383107e-05,False,0.0008458362412761686,False,0.00018340571428571422,False,0.00017009999999999942,0.0007419000000000002
lung,tf_sources,tf_sources_targets,random,scgpt_attention,random__scgpt_attention,0.002006,0.009975,0.00315651,0.0029327499999999996,-0.00022376000000000036,0.00315651,0.0029327499999999996,0.0029327499999999996,1.5735343968095712,0.2940100250626566,0.012539495608175473,-0.012763255608175471,False,0.01569600560817547,False,0.0005897841102756892,False,0.00315651,0.00022376000000000036
lung,tf_sources,tf_sources_targets,random,spearman,random__spearman,0.002006,0.009975,-0.00973938,-0.007187899999999999,0.002551480000000002,0.00973938,0.007187899999999999,0.007187899999999999,-4.855124626121635,-0.7205914786967418,-0.03869048814556331,0.041241968145563315,False,-0.04842986814556331,False,-0.001445506506265664,False,0.00973938,0.002551480000000002
lung,tf_sources,tf_sources_targets,scgpt_attention,spearman,scgpt_attention__spearman,0.002006,0.009975,-0.01289589,-0.010120649999999998,0.0027752400000000017,0.01289589,0.010120649999999998,0.010120649999999998,-6.428659022931207,-1.0146015037593983,-0.051229983753738786,0.054005223753738785,False,-0.06412587375373878,False,-0.002035290616541353,False,0.01289589,0.0027752400000000017
